,TIMESLOT,DELHI,BRPL,BYPL,NDPL,NDMC,MES
164,13:40,5685.040,2289.540,1265.030,1718.700,309.880,41.330
165,13:45,5724.320,2286.090,1270.470,1763.170,311.470,41.730
166,13:50,5794.160,2319.210,1293.320,1778.980,309.400,41.380
167,13:55,5786.720,2339.320,1278.440,1762.060,308.710,41.450
168,14:00,5865.340,2356.000,1306.670,1794.670,309.750,41.540
169,14:05,5907.830,2374.000,1312.210,1815.890,310.300,41.140
170,14:10,5936.970,2378.130,1317.550,1833.250,310.500,41.220
171,14:15,5978.670,2367.510,1331.850,1861.680,309.610,41.370
172,14:20,6030.310,2406.820,1343.590,1871.250,310.100,41.500
173,14:25,6035.570,2408.820,1346.740,1866.770,310.690,42.000
174,14:30,6105.810,2434.670,1369.120,1887.650,309.390,42.230
175,14:35,6092.220,2445.120,1353.880,1887.730,308.900,42.160
176,14:40,6184.250,2455.640,1398.320,1924.480,308.330,42.880
177,14:45,6232.600,2492.760,1381.360,1945.870,310.050,43.310
178,14:50,6246.920,2571.250,1355.880,1909.100,311.360,42.490
179,14:55,6297.440,2590.450,1382.360,1917.500,314.640,42.500
180,15:00,6302.010,2625.370,1355.570,1900.880,314.480,42.400
181,15:05,6306.890,2598.960,1363.410,1929.650,314.270,42.340
182,15:10,6317.920,2621.500,1371.800,1909.160,314.990,42.550
183,15:15,6314.170,2617.810,1381.410,1908.540,314.740,42.480
184,15:20,6322.530,2616.240,1386.930,1901.930,314.840,42.560
185,15:25,6329.190,2620.740,1381.820,1909.930,315.730,42.220
186,15:30,6342.050,2623.360,1381.040,1913.760,316.510,42.170
187,15:35,6341.090,2621.580,1389.670,1912.620,317.120,41.710
188,15:40,6328.560,2626.360,1370.000,1926.680,315.250,41.990
189,15:45,6325.800,2627.840,1362.450,1917.400,315.360,42.060
190,15:50,6295.860,2605.650,1367.290,1907.740,316.580,42.250
191,15:55,6280.550,2620.200,1356.130,1883.790,315.560,42.320
192,16:00,6301.730,2632.600,1354.720,1901.660,314.430,42.180
193,16:05,6282.200,2606.650,1354.240,1902.010,317.150,42.360
194,16:10,6269.100,2617.800,1358.280,1874.220,314.130,42.370
195,16:15,6240.810,2553.970,1342.960,1931.420,313.490,41.920
196,16:20,6219.730,2594.990,1319.320,1886.010,312.800,41.210
197,16:25,6210.520,2565.030,1328.470,1908.100,312.020,41.130
198,16:30,6160.540,2545.800,1334.990,1867.300,311.100,40.700
199,16:35,6144.140,2537.730,1327.510,1868.670,310.940,40.430
200,16:40,6138.380,2546.660,1301.740,1882.980,309.710,40.470
201,16:45,6075.430,2479.030,1330.090,1859.860,308.720,40.610
202,16:50,6055.130,2471.410,1323.770,1854.890,307.220,40.270
203,16:55,6008.540,2469.120,1308.220,1827.990,303.940,40.180
204,17:00,6021.660,2507.750,1291.670,1827.900,302.490,39.990
205,17:05,6053.990,2488.720,1322.500,1841.600,300.930,39.910
206,17:10,5949.620,2439.870,1278.420,1803.000,296.870,39.240
207,17:15,5958.050,2470.970,1295.490,1795.190,295.040,39.120
208,17:20,5954.620,2482.670,1294.450,1788.760,292.950,38.710
209,17:25,5870.920,2429.360,1284.080,1772.300,291.260,38.200
210,17:30,5893.230,2415.020,1309.410,1783.800,289.450,37.830
211,17:35,5821.610,2393.600,1275.830,1769.310,287.950,36.880
212,17:40,5766.380,2368.760,1277.620,1750.890,280.650,36.330
213,17:45,5742.270,2351.670,1265.370,1752.110,278.860,35.970
214,17:50,5744.460,2372.620,1266.410,1740.080,273.800,35.700
215,17:55,5712.700,2333.480,1272.880,1745.670,270.920,35.330
216,18:00,5663.310,2329.330,1256.650,1727.290,268.210,34.150
217,18:05,5628.760,2304.650,1265.260,1708.240,263.200,33.850
218,18:10,5543.280,2281.980,1227.820,1689.590,262.140,33.210
219,18:15,5521.390,2254.920,1238.920,1689.410,260.210,33.200
220,18:20,5531.190,2270.020,1231.570,1686.920,255.640,32.940
221,18:25,5505.500,2263.970,1205.710,1698.380,253.620,32.730
222,18:30,5517.580,2260.270,1225.730,1693.730,253.590,32.830
223,18:35,5513.420,2274.940,1223.360,1681.460,251.790,32.620
224,18:40,5507.650,2253.830,1239.020,1680.660,251.890,32.320
225,18:45,5522.290,2281.770,1221.550,1687.320,246.800,32.550
226,18:50,5556.150,2288.100,1217.480,1712.280,246.060,32.850
227,18:55,5539.550,2274.530,1226.430,1709.790,244.930,32.650
228,19:00,5554.520,2282.410,1238.240,1703.970,244.670,32.680
229,19:05,5556.040,2299.950,1225.100,1708.240,237.140,32.900
230,19:10,5536.350,2265.710,1211.260,1710.800,237.300,32.920
231,19:15,5553.770,2306.940,1213.900,1713.890,236.230,32.740
232,19:20,5581.950,2314.520,1222.160,1723.850,236.130,33.050
233,19:25,5582.810,2319.030,1213.710,1724.560,236.350,33.200
234,19:30,5628.430,2360.430,1209.720,1736.580,235.200,33.240
235,19:35,5602.280,2324.410,1223.700,1719.830,234.370,33.540
236,19:40,5641.250,2375.630,1221.800,1734.940,229.790,33.580
237,19:45,5679.680,2416.690,1218.350,1738.630,229.240,33.470
238,19:50,5648.860,2393.530,1227.650,1712.450,228.010,33.710
239,19:55,5631.060,2378.010,1207.420,1743.030,227.100,34.090
240,20:00,5648.360,2421.970,1192.290,1719.590,223.270,34.240
241,20:05,5634.690,2408.310,1213.380,1706.020,221.520,34.070
242,20:10,5652.250,2426.770,1222.060,1699.240,221.260,34.120
243,20:15,5654.450,2438.020,1201.420,1707.980,221.050,34.240
244,20:20,5670.440,2435.090,1212.600,1714.190,220.210,34.320
245,20:25,5647.360,2435.170,1188.370,1720.750,219.960,34.280
246,20:30,5685.110,2474.850,1212.120,1697.290,219.040,34.240
247,20:35,5652.310,2420.170,1214.340,1714.640,218.200,34.530
248,20:40,5676.400,2456.350,1230.010,1693.440,216.630,34.440
249,20:45,5700.900,2469.250,1234.110,1695.120,212.860,34.190
250,20:50,5700.960,2473.780,1217.550,1701.340,212.440,34.310
251,20:55,5720.830,2496.300,1242.240,1680.820,212.560,34.510
252,21:00,5744.510,2524.390,1228.800,1692.870,211.290,34.450
253,21:05,5712.080,2504.590,1227.770,1682.340,210.260,34.480
254,21:10,5733.610,2503.840,1235.670,1673.160,209.200,34.420
255,21:15,5755.500,2520.980,1241.890,1695.610,208.970,34.450
256,21:20,5779.410,2541.470,1240.570,1700.360,209.330,34.420
257,21:25,5851.530,2573.310,1255.620,1723.670,208.960,34.490
258,21:30,5856.830,2582.700,1264.750,1717.040,209.230,34.370
259,21:35,5916.340,2606.630,1280.820,1729.440,209.810,34.450
260,21:40,5978.970,2639.200,1271.410,1761.850,209.220,34.630
261,21:45,6047.410,2651.620,1307.560,1784.800,209.050,34.860
262,21:50,6082.510,2665.320,1332.360,1788.320,207.910,34.670
263,21:55,6119.610,2683.150,1315.190,1809.790,208.280,34.520
264,22:00,6172.190,2719.790,1340.730,1831.910,204.700,34.680
265,22:05,6183.000,2731.380,1323.320,1832.750,204.440,34.400
266,22:10,6218.200,2734.260,1348.990,1838.120,204.090,34.390
267,22:15,6235.060,2747.470,1359.730,1830.870,203.470,34.270
268,22:20,6301.040,2766.810,1368.920,1872.270,203.620,34.180
269,22:25,6328.730,2778.300,1380.210,1871.120,203.880,34.250
270,22:30,6346.950,2795.450,1377.740,1874.540,204.460,34.260
271,22:35,6382.780,2814.070,1388.370,1883.770,202.610,34.160
272,22:40,6432.650,2837.950,1422.120,1887.650,203.140,34.320
273,22:45,6443.590,2851.970,1400.460,1889.990,203.280,34.200
274,22:50,6468.430,2849.150,1417.120,1901.780,202.600,34.080
275,22:55,6485.250,2863.610,1426.900,1894.950,202.460,34.110
276,23:00,6489.130,2862.390,1426.240,1900.010,203.510,34.060
277,23:05,6440.940,2835.180,1411.930,1895.120,203.110,33.770
278,23:10,6427.110,2831.430,1415.660,1881.850,202.420,33.450
279,23:15,6426.420,2827.420,1422.390,1881.120,201.480,33.430
280,23:20,6429.560,2814.200,1429.590,1892.050,201.110,33.260
281,23:25,6445.040,2791.080,1438.100,1892.090,199.750,33.070
282,23:30,6425.730,2836.220,1405.470,1893.580,199.990,32.840
283,23:35,6398.170,2802.390,1410.490,1890.090,199.370,32.700
284,23:40,6421.820,2803.170,1441.000,1886.500,199.390,32.620
285,23:45,6398.500,2780.280,1431.810,1891.220,199.650,32.590
